1 1 1
2 23 2
3 27 3
4 71 4
5 119 5
6 160 6
7 162 7
8 245 8
9 251 9
10 254 10
11 286 11
12 305 12
13 332 13
14 390 14
15 489 15
16 502 16
17 546 17
18 599 18
19 622 19
20 661 20
21 686 21
22 749 22
23 775 23
24 791 24
25 833 25
26 854 26
27 875 27
28 979 28
29 1037 29
30 1069 30
31 1083 31
32 1154 32
33 1159 33
34 1195 34
35 1216 35
36 1233 36
37 1283 37
38 1404 38
39 1569 39
40 1602 40
41 1624 41
42 1740 42
43 1797 43
44 1812 44
45 1885 45
46 1918 46
47 1935 47
48 1965 48
49 2004 49
50 2067 50
51 2073 51
52 2109 52
53 2110 53
54 2138 54
55 2147 55
56 2184 56
57 2198 57
58 2220 58
59 2259 59
60 2280 60
61 2352 61
62 2448 62
63 2487 63
64 2488 64
65 2573 65
66 2619 66
67 2654 67
68 2662 68
69 2754 69
70 2756 70
71 2989 71
72 3026 72
73 3052 73
74 3087 74
75 3106 75
76 3180 76
77 3219 77
78 3232 78
79 3319 79
80 3332 80
81 3361 81
82 3429 82
83 3492 83
84 3549 84
85 3592 85
86 3622 86
87 3737 87
88 3826 88
89 4096 89
90 4125 90
91 4129 91
92 4203 92
93 4209 93
94 4213 94
95 4214 95
96 4336 96
97 4348 97
98 4365 98
99 4453 99
100 4553 100
101 4594 101
102 4630 102
103 4643 103
104 4772 104
105 4802 105
106 4806 106
107 4809 107
108 4822 108
109 4843 109
110 4903 110
111 4920 111
112 5007 112
113 5009 113
114 5071 114
115 5114 115
116 5205 116
117 5295 117
118 5322 118
119 5326 119
120 5367 120
121 5430 121
122 5538 122
123 5727 123
124 5734 124
125 5762 125
126 5763 126
127 5765 127
128 5797 128
129 5859 129
130 5977 130
131 6000 131
132 6117 132
133 6122 133
134 6164 134
135 6167 135
136 6188 136
137 6224 137
138 6230 138
139 6302 139
140 6315 140
141 6340 141
142 6376 142
143 6477 143
144 6511 144
145 6514 145
146 6595 146
147 6619 147
148 6630 148
149 6632 149
150 6657 150
151 6692 151
152 6696 152
153 6706 153
154 6718 154
155 6723 155
156 6736 156
157 6743 157
158 6748 158
159 6758 159
160 6763 160
161 6776 161
162 6777 162
163 6783 163
164 6795 164
165 6797 165
166 6825 166
167 6837 167
168 6871 168
169 6877 169
170 6880 170
171 6912 171
172 6924 172
173 6952 173
174 6972 174
175 6984 175
176 7030 176
177 7033 177
178 7087 178
179 7090 179
180 7092 180
181 7105 181
182 7108 182
183 7120 183
184 7161 184
185 7165 185
186 7172 186
187 7194 187
188 7199 188
189 7201 189
190 7241 190
191 7262 191
192 7286 192
193 7319 193
194 7324 194
195 7325 195
196 7346 196
197 7401 197
198 7426 198
199 7431 199
200 7437 200
201 7458 201
202 7464 202
203 7466 203
204 7480 204
205 7481 205
206 7512 206
207 7526 207
208 7528 208
209 7535 209
210 7554 210
211 7566 211
212 7597 212
213 7607 213
214 7624 214
215 7655 215
216 7667 216
217 7678 217
218 7689 218
219 7693 219
220 7703 220
221 7713 221
222 7731 222
223 7751 223
224 7764 224
225 7803 225
226 7804 226
227 7809 227
228 7812 228
229 7823 229
230 7830 230
231 7835 231
232 7841 232
233 7862 233
234 7863 234
235 7887 235
236 7895 236
237 7898 237
238 7900 238
239 7913 239
240 7915 240
241 7929 241
242 7931 242
243 7942 243
244 7954 244
245 7962 245
246 7985 246
247 7993 247
248 7995 248
